cmd logfilename ps_name
u0_a198   4250  373   1845928 90368 sys_epoll_ 00000000 S com.qualcomm.ftcrobotcontroller
4250
03-08 16:24:25.711   928  1585 I am_proc_start: [0,4250,10198,com.qualcomm.ftcrobotcontroller,activity,com.qualcomm.ftcrobotcontroller/org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:24:25.811   928  1604 I am_proc_bound: [0,4250,com.qualcomm.ftcrobotcontroller] 
03-08 16:24:49.631   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,109678592,108158976] 
03-08 16:24:50.371  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:24:50.811  4250  4250 I am_on_paused_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:25:20.451   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,59828224,57909248] 
03-08 16:26:16.371  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:26:26.391   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,57362432,55517184] 
03-08 16:27:45.901  4250  4250 I am_on_paused_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:28:10.511   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,37176320,35164160] 
03-08 16:30:33.091  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:30:45.071   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,63613952,61685760] 
03-08 16:33:00.111   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,69243904,67211264] 
03-08 16:35:00.251   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86147072,84107264] 
03-08 16:37:00.121   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86777856,84733952] 
03-08 16:39:00.131   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85518336,83472384] 
03-08 16:41:00.261   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77092864,75046912] 
03-08 16:43:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77934592,75886592] 
03-08 16:45:00.381   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77182976,75137024] 
03-08 16:47:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81262592,79216640] 
03-08 16:49:00.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85117952,83136512] 
03-08 16:51:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80070656,78090240] 
03-08 16:53:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85104640,83124224] 
03-08 16:55:00.281   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80606208,78594048] 
03-08 16:57:00.331   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85185536,83156992] 
03-08 16:59:00.161   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81174528,79126528] 
03-08 17:01:00.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,79113216,76972032] 
03-08 17:03:00.301   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82004992,79855616] 
03-08 17:05:00.201   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,79604736,77430784] 
03-08 17:07:00.181   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82708480,80531456] 
03-08 17:09:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80353280,78176256] 
03-08 17:11:00.281   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83899392,81723392] 
03-08 17:13:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81203200,79028224] 
03-08 17:15:00.241   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85105664,82931712] 
03-08 17:17:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82121728,79945728] 
03-08 17:19:00.211   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86244352,84066304] 
03-08 17:21:07.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86240256,84062208] 
03-08 17:23:07.361   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82729984,80551936] 
03-08 17:25:07.481   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85108736,82853888] 
03-08 17:27:07.641   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83639296,81403904] 
03-08 17:29:07.791   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81894400,79659008] 
03-08 17:31:21.641   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83269632,81035264] 
03-08 17:31:55.681  4250  6481 V Robocol : received command: CMD_SET_MATCH_NUMBER(59712) 0 
03-08 17:31:55.681  4250  6481 V Robocol : received command: CMD_INIT_OP_MODE(59713) TeleOp 
03-08 17:31:55.711  4250  6480 I RobotCore: ******************** START - OPMODE TeleOp ******************** 
03-08 17:31:55.711  4250 14807 I RobotCore: Attempting to switch to op mode TeleOp 
03-08 17:32:32.531  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.531  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.531  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.531  4250 23277 D backLeftVelocity: : 1740.0
03-08 17:32:32.541  4250 23277 D backRightVelocity: : 1740.0
03-08 17:32:32.541  4250 23277 D frontLeftVelocity: : 1720.0
03-08 17:32:32.551  4250 23277 D frontRightVelocity: : 1720.0
03-08 17:32:32.581  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.581  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.581  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.581  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.581  4250 23277 D backLeftVelocity: : 1720.0
03-08 17:32:32.591  4250 23277 D backRightVelocity: : 1780.0
03-08 17:32:32.591  4250 23277 D frontLeftVelocity: : 1760.0
03-08 17:32:32.601  4250 23277 D frontRightVelocity: : 1760.0
03-08 17:32:32.631  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.631  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.631  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.631  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.631  4250 23277 D backLeftVelocity: : 1780.0
03-08 17:32:32.641  4250 23277 D backRightVelocity: : 1800.0
03-08 17:32:32.641  4250 23277 D frontLeftVelocity: : 1740.0
03-08 17:32:32.651  4250 23277 D frontRightVelocity: : 1780.0
03-08 17:32:32.701  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.701  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.701  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.701  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.701  4250 23277 D backLeftVelocity: : 1840.0
03-08 17:32:32.711  4250 23277 D backRightVelocity: : 1780.0
03-08 17:32:32.721  4250 23277 D frontLeftVelocity: : 1760.0
03-08 17:32:32.721  4250 23277 D frontRightVelocity: : 1700.0
03-08 17:32:32.751  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.751  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.751  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.751  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.751  4250 23277 D backLeftVelocity: : 1800.0
03-08 17:32:32.751  4250 23277 D backRightVelocity: : 1800.0
03-08 17:32:32.761  4250 23277 D frontLeftVelocity: : 1800.0
03-08 17:32:32.761  4250 23277 D frontRightVelocity: : 1720.0
03-08 17:32:32.801  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.801  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.801  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.801  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.801  4250 23277 D backLeftVelocity: : 1780.0
03-08 17:32:32.811  4250 23277 D backRightVelocity: : 1800.0
03-08 17:32:32.811  4250 23277 D frontLeftVelocity: : 1780.0
03-08 17:32:32.821  4250 23277 D frontRightVelocity: : 1760.0
03-08 17:32:32.841  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.841  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.841  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.841  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.841  4250 23277 D backLeftVelocity: : 1800.0
03-08 17:32:32.851  4250 23277 D backRightVelocity: : 1760.0
03-08 17:32:32.851  4250 23277 D frontLeftVelocity: : 1780.0
03-08 17:32:32.861  4250 23277 D frontRightVelocity: : 1760.0
03-08 17:32:32.911  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.911  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.911  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.911  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.911  4250 23277 D backLeftVelocity: : 1820.0
03-08 17:32:32.921  4250 23277 D backRightVelocity: : 1760.0
03-08 17:32:32.921  4250 23277 D frontLeftVelocity: : 1800.0
03-08 17:32:32.931  4250 23277 D frontRightVelocity: : 1720.0
03-08 17:32:32.971  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.971  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.971  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.971  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.981  4250 23277 D backLeftVelocity: : 1720.0
03-08 17:32:32.981  4250 23277 D backRightVelocity: : 1740.0
03-08 17:32:32.991  4250 23277 D frontLeftVelocity: : 1740.0
03-08 17:32:33.001  4250 23277 D frontRightVelocity: : 1720.0
03-08 17:32:33.031  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:33.031  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:33.031  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:33.031  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:33.041  4250 23277 D backLeftVelocity: : 1780.0
03-08 17:32:33.041  4250 23277 D backRightVelocity: : 1780.0
03-08 17:32:33.051  4250 23277 D frontLeftVelocity: : 1780.0
03-08 17:32:33.051  4250 23277 D frontRightVelocity: : 1780.0
03-08 17:32:33.111  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.111  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.111  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.111  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.111  4250 23277 D backLeftVelocity: : 1800.0
03-08 17:32:33.121  4250 23277 D backRightVelocity: : 1800.0
03-08 17:32:33.131  4250 23277 D frontLeftVelocity: : 1800.0
03-08 17:32:33.131  4250 23277 D frontRightVelocity: : 1580.0
03-08 17:32:33.151  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.161  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.161  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.161  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.161  4250 23277 D backLeftVelocity: : 1700.0
03-08 17:32:33.161  4250 23277 D backRightVelocity: : 1620.0
03-08 17:32:33.171  4250 23277 D frontLeftVelocity: : 1040.0
03-08 17:32:33.181  4250 23277 D frontRightVelocity: : 820.0
03-08 17:32:33.231  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.231  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.231  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.231  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.241  4250 23277 D backLeftVelocity: : 520.0
03-08 17:32:33.241  4250 23277 D backRightVelocity: : 560.0
03-08 17:32:33.241  4250 23277 D frontLeftVelocity: : 1080.0
03-08 17:32:33.251  4250 23277 D frontRightVelocity: : 740.0
03-08 17:32:33.271  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.271  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.271  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.271  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.281  4250 23277 D backLeftVelocity: : 460.0
03-08 17:32:33.281  4250 23277 D backRightVelocity: : 400.0
03-08 17:32:33.291  4250 23277 D frontLeftVelocity: : 980.0
03-08 17:32:33.301  4250 23277 D frontRightVelocity: : 760.0
03-08 17:32:33.331  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.331  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.331  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.331  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.341  4250 23277 D backLeftVelocity: : 420.0
03-08 17:32:33.341  4250 23277 D backRightVelocity: : 340.0
03-08 17:32:33.351  4250 23277 D frontLeftVelocity: : 780.0
03-08 17:32:33.361  4250 23277 D frontRightVelocity: : 700.0
03-08 17:32:33.391  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.391  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.391  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.391  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.401  4250 23277 D backLeftVelocity: : 460.0
03-08 17:32:33.401  4250 23277 D backRightVelocity: : 400.0
03-08 17:32:33.401  4250 23277 D frontLeftVelocity: : 660.0
03-08 17:32:33.411  4250 23277 D frontRightVelocity: : 620.0
03-08 17:32:33.441  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.441  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.441  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.441  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.441  4250 23277 D backLeftVelocity: : 440.0
03-08 17:32:33.451  4250 23277 D backRightVelocity: : 340.0
03-08 17:32:33.451  4250 23277 D frontLeftVelocity: : 540.0
03-08 17:32:33.461  4250 23277 D frontRightVelocity: : 500.0
03-08 17:32:33.491  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.491  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.491  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.491  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.491  4250 23277 D backLeftVelocity: : 360.0
03-08 17:32:33.501  4250 23277 D backRightVelocity: : 320.0
03-08 17:32:33.501  4250 23277 D frontLeftVelocity: : 380.0
03-08 17:32:33.501  4250 23277 D frontRightVelocity: : 360.0
03-08 17:32:33.531  4250 23277 D backLeftPower: : 0.0
03-08 17:32:33.531  4250 23277 D backRightPower: : 0.0
03-08 17:32:33.531  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:33.531  4250 23277 D frontRightPower: : 0.0
03-08 17:32:33.551  4250 23277 D backLeftVelocity: : 300.0
03-08 17:32:33.551  4250 23277 D backRightVelocity: : 280.0
03-08 17:32:33.561  4250 23277 D frontLeftVelocity: : 220.0
03-08 17:32:33.561  4250 23277 D frontRightVelocity: : 240.0
03-08 17:32:33.621  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:33.621  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:33.621  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:33.621  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:33.621  4250 23277 D backLeftVelocity: : 120.0
03-08 17:32:33.631  4250 23277 D backRightVelocity: : -180.0
03-08 17:32:33.631  4250 23277 D frontLeftVelocity: : 160.0
03-08 17:32:33.641  4250 23277 D frontRightVelocity: : -260.0
03-08 17:32:33.661  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:33.661  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:33.661  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:33.661  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:33.671  4250 23277 D backLeftVelocity: : -140.0
03-08 17:32:33.671  4250 23277 D backRightVelocity: : -1060.0
03-08 17:32:33.671  4250 23277 D frontLeftVelocity: : -100.0
03-08 17:32:33.681  4250 23277 D frontRightVelocity: : -300.0
03-08 17:32:33.731  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:33.731  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:33.731  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:33.731  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:33.741  4250 23277 D backLeftVelocity: : -740.0
03-08 17:32:33.751  4250 23277 D backRightVelocity: : -1180.0
03-08 17:32:33.751  4250 23277 D frontLeftVelocity: : -380.0
03-08 17:32:33.761  4250 23277 D frontRightVelocity: : -420.0
03-08 17:32:33.781  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:33.781  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:33.781  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:33.781  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:33.791  4250 23277 D backLeftVelocity: : -780.0
03-08 17:32:33.791  4250 23277 D backRightVelocity: : -1200.0
03-08 17:32:33.801  4250 23277 D frontLeftVelocity: : -620.0
03-08 17:32:33.801  4250 23277 D frontRightVelocity: : -560.0
03-08 17:32:33.841  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:33.841  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:33.841  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:33.841  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:33.851  4250 23277 D backLeftVelocity: : -880.0
03-08 17:32:33.851  4250 23277 D backRightVelocity: : -1080.0
03-08 17:32:33.851  4250 23277 D frontLeftVelocity: : -760.0
03-08 17:32:33.861  4250 23277 D frontRightVelocity: : -760.0
03-08 17:32:33.871   928  1247 I InputDispatcher: Delivering touch to (4250): action: 0x106, toolType: 1
03-08 17:32:33.891  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:33.891  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:33.891  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:33.891  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:33.901  4250 23277 D backLeftVelocity: : -960.0
03-08 17:32:33.901  4250 23277 D backRightVelocity: : -1040.0
03-08 17:32:33.901  4250 23277 D frontLeftVelocity: : -900.0
03-08 17:32:33.911  4250 23277 D frontRightVelocity: : -940.0
03-08 17:32:33.941  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:33.941  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:33.951  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:33.951  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:33.951  4250 23277 D backLeftVelocity: : -1040.0
03-08 17:32:33.951  4250 23277 D backRightVelocity: : -1080.0
03-08 17:32:33.961  4250 23277 D frontLeftVelocity: : -1000.0
03-08 17:32:33.961  4250 23277 D frontRightVelocity: : -1080.0
03-08 17:32:33.991  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:33.991  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:33.991  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:33.991  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.001  4250 23277 D backLeftVelocity: : -1100.0
03-08 17:32:34.001  4250 23277 D backRightVelocity: : -1160.0
03-08 17:32:34.001  4250 23277 D frontLeftVelocity: : -1080.0
03-08 17:32:34.011  4250 23277 D frontRightVelocity: : -1180.0
03-08 17:32:34.041  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.041  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.041  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.041  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.041  4250 23277 D backLeftVelocity: : -1200.0
03-08 17:32:34.041  4250 23277 D backRightVelocity: : -1200.0
03-08 17:32:34.051  4250 23277 D frontLeftVelocity: : -1160.0
03-08 17:32:34.051  4250 23277 D frontRightVelocity: : -1260.0
03-08 17:32:34.101  4250 23277 D backLeftPower: : -0.7069256756756758
03-08 17:32:34.101  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.111  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.111  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.121  4250 23277 D backLeftVelocity: : -1320.0
03-08 17:32:34.121  4250 23277 D backRightVelocity: : -1320.0
03-08 17:32:34.131  4250 23277 D frontLeftVelocity: : -1340.0
03-08 17:32:34.131  4250 23277 D frontRightVelocity: : -1340.0
03-08 17:32:34.141   928  1247 I InputDispatcher: Delivering touch to (4250): action: 0x105, toolType: 1
03-08 17:32:34.161  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.161  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.161  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.161  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.171  4250 23277 D backLeftVelocity: : -1420.0
03-08 17:32:34.171  4250 23277 D backRightVelocity: : -1440.0
03-08 17:32:34.181  4250 23277 D frontLeftVelocity: : -1420.0
03-08 17:32:34.181  4250 23277 D frontRightVelocity: : -1400.0
03-08 17:32:34.211  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.211  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.211  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.211  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.221  4250 23277 D backLeftVelocity: : -1440.0
03-08 17:32:34.221  4250 23277 D backRightVelocity: : -1440.0
03-08 17:32:34.231  4250 23277 D frontLeftVelocity: : -1440.0
03-08 17:32:34.241  4250 23277 D frontRightVelocity: : -1500.0
03-08 17:32:34.271  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.271  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.271  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.271  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.281  4250 23277 D backLeftVelocity: : -1460.0
03-08 17:32:34.281  4250 23277 D backRightVelocity: : -1500.0
03-08 17:32:34.281  4250 23277 D frontLeftVelocity: : -1480.0
03-08 17:32:34.291  4250 23277 D frontRightVelocity: : -1600.0
03-08 17:32:34.321  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.321  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.321  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.321  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.331  4250 23277 D backLeftVelocity: : -1480.0
03-08 17:32:34.331  4250 23277 D backRightVelocity: : -1520.0
03-08 17:32:34.331  4250 23277 D frontLeftVelocity: : -1500.0
03-08 17:32:34.341  4250 23277 D frontRightVelocity: : -1540.0
03-08 17:32:34.361  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.371  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.371  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.371  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.371  4250 23277 D backLeftVelocity: : -1540.0
03-08 17:32:34.371  4250 23277 D backRightVelocity: : -1600.0
03-08 17:32:34.381  4250 23277 D frontLeftVelocity: : -1600.0
03-08 17:32:34.381  4250 23277 D frontRightVelocity: : -1580.0
03-08 17:32:34.411  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.411  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.411  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.411  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.411  4250 23277 D backLeftVelocity: : -1540.0
03-08 17:32:34.411  4250 23277 D backRightVelocity: : -1600.0
03-08 17:32:34.421  4250 23277 D frontLeftVelocity: : -1540.0
03-08 17:32:34.421  4250 23277 D frontRightVelocity: : -1560.0
03-08 17:32:34.451  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.451  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.461  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.461  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.461  4250 23277 D backLeftVelocity: : -1640.0
03-08 17:32:34.461  4250 23277 D backRightVelocity: : -1680.0
03-08 17:32:34.471  4250 23277 D frontLeftVelocity: : -1600.0
03-08 17:32:34.471  4250 23277 D frontRightVelocity: : -1720.0
03-08 17:32:34.501  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.501  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.501  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.501  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.511  4250 23277 D backLeftVelocity: : -1600.0
03-08 17:32:34.511  4250 23277 D backRightVelocity: : -1680.0
03-08 17:32:34.521  4250 23277 D frontLeftVelocity: : -1640.0
03-08 17:32:34.521  4250 23277 D frontRightVelocity: : -1740.0
03-08 17:32:34.541  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.541  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.551  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:34.551  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.551  4250 23277 D backLeftVelocity: : -1620.0
03-08 17:32:34.551  4250 23277 D backRightVelocity: : -1680.0
03-08 17:32:34.561  4250 23277 D frontLeftVelocity: : -1640.0
03-08 17:32:34.561  4250 23277 D frontRightVelocity: : -1700.0
03-08 17:32:34.591  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:34.591  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:34.591  4250 23277 D frontLeftPower: : -0.7069256756756758
03-08 17:32:34.601  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:34.601  4250 23277 D backLeftVelocity: : -1700.0
03-08 17:32:34.601  4250 23277 D backRightVelocity: : -1720.0
03-08 17:32:34.611  4250 23277 D frontLeftVelocity: : -1720.0
03-08 17:32:34.621  4250 23277 D frontRightVelocity: : -1700.0
03-08 17:32:34.641  4250 23277 D backLeftPower: : -0.7071067811865477
